ID,EDU,SAL,EXP,HAB,EDM,EDP,HER
2008,12,7.61,1,-0.5,8,7,5
2009,11,16.11,4,-1.52,9,9,6
2010,12,8.41,2,0.64,10,9,6
2011,10,9.67,5,-1.13,6,9,4
2012,11,15.48,6,-1.41,10,7,5
2013,12,8.49,3,1.19,9,12,3
2014,12,4.85,2,1.07,12,16,2
2015,12,6.88,3,-1.06,12,8,4
2016,11,4.85,5,-1.39,0,0,6
2017,9,5.41,5,-2.21,6,2,7
2018,12,7.24,5,0.51,3,0,3
2019,12,11.47,2,-0.25,2,7,5
2020,19,5.31,1,-0.06,0,0,5
2021,12,4.9,1,-0.23,13,14,2
2022,12,3.49,10,-1.12,8,8,8
2023,12,24.04,4,0.31,6,12,5
2024,12,8.75,5,-1.03,0,3,4
2025,12,3.03,3,-0.52,0,0,4
2026,10,8.33,5,-1.91,7,11,2
2027,12,7.38,1,-0.02,11,12,6
2028,12,5.52,4,-0.66,12,12,6
2029,10,6.48,2,-1.18,12,12,6
2030,12,13.32,3,-0.44,12,12,3
2031,13,13.19,4,-0.38,12,12,5
2032,11,6.29,8,-0.97,12,12,5
2033,12,7.92,3,-1.97,5,4,9
2034,11,16.94,9,0.27,2,9,6
2035,10,13.46,8,-0.91,4,7,5
2036,11,5.98,4,-2.76,0,0,5
2037,10,5.92,9,-2.41,0,0,3
2038,10,14.43,5,-1.51,7,7,7
2039,12,2.41,6,-2.58,4,3,1
2040,9,5.87,6,-3.14,6,0,7
2041,9,6.88,6,-2.03,0,4,13
2042,10,8.75,3,0.33,2,2,4
2043,12,6.95,7,-2.22,2,2,8
2044,10,5.87,3,-0.4,12,11,3
2045,12,3.97,9,-0.83,8,0,5
2046,12,5,2,-0.89,13,13,2
2047,12,4.95,5,-0.23,12,12,2
2048,9,4.85,5,-1.82,3,6,4
2049,12,7.02,3,-1.67,8,9,7
2050,12,4.66,5,-2.13,7,9,7
2051,12,5.31,7,-1.88,2,0,6
2052,12,5.58,7,-1.15,2,0,6
2053,11,7.92,5,-0.54,3,6,7
2054,12,7.38,3,0.28,6,0,6
2055,12,9.2,3,0.3,4,0,7
2056,10,3.63,12,-2.25,3,0,8
2057,12,4.3,2,-0.98,8,4,5
2058,13,5,1,1.61,13,17,3
2059,11,5.05,2,-0.5,6,4,1
2060,12,8.58,1,-1.13,12,16,1
2061,12,8,11,-2.39,4,12,8
2062,14,14.43,2,0.44,12,12,1
2063,15,5.41,2,0.31,12,12,1
2064,14,5.75,6,-0.81,6,12,2
2065,11,5.92,4,-1.97,6,12,2
2066,12,1.49,11,-0.92,13,12,3
2067,11,6.95,4,-2.59,4,4,5
2068,10,5.31,5,0.04,8,8,4
2069,10,5.47,5,-1.13,6,12,1
2070,16,6.23,4,0.84,12,8,1
2071,10,4.34,10,-3.04,0,5,6
2072,10,5.31,2,-0.06,12,12,3
2073,11,9.97,5,-0.34,11,10,3
2074,12,16.6,6,-2.33,0,0,2
2075,9,7.38,6,-1.83,0,0,2
2076,15,9.48,3,0.52,12,12,1
2077,12,11.7,4,0.12,10,12,3
2078,12,3.49,3,-1.18,16,16,1
2079,10,5.58,6,-0.55,10,8,2
2080,14,14.01,1,0.2,14,16,5
2081,10,6.11,4,-0.22,10,10,1
2082,12,6.04,3,-0.51,12,8,2
2083,13,3.74,1,0.64,12,8,2
2084,12,3.97,5,-1.55,10,6,4
2085,10,5.1,2,-0.17,12,12,1
2086,12,5.31,1,0.58,12,12,1
2087,10,5.98,2,-0.06,14,18,3
2088,15,31.81,4,1.03,13,18,3
2089,11,5.58,2,-0.24,12,17,3
2090,12,3.63,5,-1.59,8,12,7
2091,13,3.52,4,0.84,12,16,2
2092,12,13.73,3,0.43,17,18,3
2093,12,18.54,8,0.54,10,12,2
2094,10,5.87,2,0.79,12,16,3
2095,12,6.23,15,1.54,12,17,7
2096,12,4.85,2,0.8,12,12,2
2097,12,10.38,6,0.21,12,13,2
2098,12,6.23,2,0.98,12,11,0
2099,12,7.53,1,-0.31,14,14,2
2100,12,4.85,1,0.22,15,14,2
2101,10,5.81,5,1.59,10,14,2
2102,12,9.97,3,0.56,10,9,3
2103,12,14.43,3,0.67,12,13,3
2104,12,5.98,1,1.07,14,14,0
2105,16,3.74,2,1.12,16,14,1
2106,12,9.97,2,1.23,12,12,6
2107,11,6.75,2,0.97,12,12,6
2108,12,2.97,2,1.17,12,12,6
2109,13,4.39,9,-0.63,12,8,8
2110,12,7.76,3,-0.22,8,10,1
2111,12,6.95,10,-0.54,12,10,3
2112,12,7.38,1,0.06,8,6,5
2113,12,3.22,3,-1.37,3,3,8
2114,11,3.18,6,-1.12,7,8,4
2115,12,6.48,2,0.36,16,17,3
2116,13,5.1,5,-0.73,12,12,2
2117,15,5.2,4,0.73,14,20,1
2118,14,17.99,2,-1.07,12,15,2
2119,12,7.69,5,0.06,12,11,1
2120,9,6.95,4,-1.66,5,14,6
2121,11,15.18,15,-1.99,11,5,6
2122,15,14.29,2,0.67,16,18,2
2123,12,4.01,4,0.28,12,12,3
2124,13,5.2,1,1.57,12,13,5
2125,15,5.64,3,0.25,12,12,1
2126,11,5.87,9,-0.11,9,1,7
2127,10,4.85,5,-0.07,14,12,1
2128,16,11.24,4,0.52,12,12,1
2129,12,5.15,13,-2.36,12,12,0
2130,14,9.29,2,1.04,12,14,0
2131,11,5.31,3,0.06,12,16,1
2132,14,6.88,3,0.79,12,20,1
2133,15,12.8,1,0.28,12,12,1
2134,12,9.39,3,0.71,12,14,2
2135,12,5.41,2,-0.37,12,12,0
2136,11,5.98,2,0.73,9,8,1
2137,15,6.11,3,-0.79,9,12,1
2138,9,7.46,5,-0.79,12,12,2
2139,16,4.48,6,-0.52,12,12,1
2140,17,5.58,2,0.97,16,18,1
2141,12,9.48,3,0.22,12,9,0
2142,16,18.35,6,0.87,12,12,2
2143,20,8.84,5,0.84,16,19,1
2144,10,13.46,4,0.17,12,12,2
2145,17,4.61,3,0.03,20,20,2
2146,15,2.01,2,1.06,20,20,2
2147,12,4.85,1,0.64,20,20,2
2148,12,13.19,5,0.95,12,16,2
2149,12,2.24,3,0.51,12,12,1
2150,15,16.44,3,1.18,12,12,3
2151,13,6.48,5,0.64,16,16,2
2152,10,8.49,5,-1.31,9,8,3
2153,11,9.02,3,0.05,11,10,3
2154,12,5.2,7,0.15,12,8,5
2155,14,5.64,1,0.88,13,14,3
2156,13,3.66,2,0.26,13,14,3
2157,12,5.58,3,0.14,12,11,5
2158,11,3.35,2,0.58,12,12,2
2159,13,9.97,4,1.03,12,13,1
2160,11,5.98,4,0.1,8,16,3
2161,19,7.38,4,1.14,13,14,3
2162,15,10.8,4,0.46,17,16,2
2163,14,5.2,3,0.98,13,16,3
2164,13,3.97,2,-0.21,12,12,3
2165,10,4.85,6,-0.89,12,12,2
2166,12,7.02,1,0.04,12,12,4
2167,15,12.67,3,0.29,16,14,1
2168,16,9.29,3,-0.21,14,16,5
2169,12,9.11,2,-0.83,11,13,5
2170,10,5.31,2,-0.07,8,9,5
2171,9,5,4,-1.53,14,9,3
2172,9,7.38,5,-1.36,14,9,3
2173,9,4.01,5,-1.66,3,3,4
2174,14,11.35,2,0.46,6,8,13
2175,14,12.3,2,1.08,16,14,2
2176,12,5.81,3,-1.79,4,6,6
2177,9,6.82,5,0.44,8,6,4
2178,11,4.9,2,-0.35,8,8,6
